site_date_key,site_number,sample_date,sample_trip,water_depth,temperature,salinity,lat,lon,notes,extra bags,drop_processing.sample_key,drop_processing.date,drop_processing.bag_photo,drop_processing.sample_type,drop_processing.sample_trip,drop_processing.site_label,drop_processing.bag_number,drop_processing.site_date_key,drop_processing.species_key,drop_processing.bag_code,drop_processing.species_code,drop_processing.count,drop_processing.tin_key,drop_processing.tin_preweight,drop_processing.length,drop_processing.gut_contents,drop_processing.comments,grinding_inventory.tissue_type,grinding_inventory.date,grinding_inventory.vial_code,grinding_inventory.box_code,grinding_inventory.box_position,grinding_inventory.notes,grinding_inventory.decarbonated,grinding_inventory.duplicate,grinding_inventory.initials,tin_weights.tin_weight,composite_vials.composite_vial,composite_vials.box_position,composite_vials.box_code,composite_vials.donor_vial_code,final_vial,wrapping_inventory.vial_code,wrapping_inventory.date,wrapping_inventory.box_code,wrapping_inventory.box_position,wrapping_inventory.tray_code,wrapping_inventory.weight,wrapping_inventory.tray_position,wrapping_inventory.notes,wrapping_inventory.initials,tray_inventory.Analysis Type,tray_inventory.Status,tray_inventory.Notes,isotope_data.Content.Name,isotope_data.wsu_projid,isotope_data.wsu_id,isotope_data.tray_code,isotope_data.nelson_id,isotope_data.analysis,isotope_data.d15N,isotope_data.ucn,isotope_data.wtn,isotope_data.ucn_perc,isotope_data.d13C,isotope_data.ucc,isotope_data.wtc,isotope_data.ucc_perc,isotope_data.amount,isotope_data.analyst_comments,isotope_data.area_all_n,isotope_data.area_all_c,isotope_data.mgN,isotope_data.ucn_mg,isotope_data.mgC,isotope_data.ucc_mg,isotope_data.cn_ratio,isotope_data.cn_ratio_estimate,isotope_data.d34S,isotope_data.ucs,isotope_data.wts,isotope_data.ucs_perc,isotope_data.area_all_s,isotope_data.mgS,isotope_data.ucs_mg,isotope_data.Uc S_Percents_balance,isotope_data.Uc N_Percents_balance,isotope_data.Uc C_Percents_balance
9db4ff53,19,9/25/22 10:58,2209,48,32.5,25.1,29.12095,-90.2227,,"",280e8dd6,5/15/23 01:00,Fourchon Mangrove Project/Sample Photos/280e8dd6.bag_photo.202007.jpg,DS,2209,19,81,9db4ff53,1d3cc7d1,2209-DS-19,CTEBOL,6,1e6cf0cd6,1.05,NA,NA,,Animal,5/14/24 00:00,0e469dad6,01a1fb216_PFFW-FA22,J7,,FALSE,,,1.22,,,,,0e469dad6,0e469dad6,7/18/24 00:00,01a1fb216_PFFW-FA22,J7,22aa0a3ac_2024-T6,0.4,D10,,LW,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bac32223,112,9/28/22 11:32,2209,28.5,26.6,24.4,29.15986,-90.1909,,"",be594abd,1/12/23 00:00,,DS,2209,112,22,bac32223,03007a24,2209-DS-112,PALSP,4,22PALSP,1.01,NA,NA,,"Animal",7/5/24 00:00,095125e7f,183dd88b8_PFFW-FA22,C4,,,,HL,1.26,,,,,095125e7f,095125e7f,7/11/24 00:00,183dd88b8_PFFW-FA22,C4,1016f0211_2024-T5,0.5,A7,,LW,C/N,Data recieved,PFFW priority 1 ,3954,3954,345526,1016f0211_2024-T5,095125e7f,A-287981.3,7.323744115,0.247979569,8.315882004,0.181303434,-19.93040372,0.146306337,34.73103918,0.777523941,0.5,,19.674,29.219,0.04157941,0.000940219,0.173655196,0.004024824,,,,,,,,,,,0.188043812,0.804964783
bac32223,112,9/28/22 11:32,2209,28.5,26.6,24.4,29.15986,-90.1909,,"",be594abd,1/12/23 00:00,,DS,2209,112,22,bac32223,03007a24,2209-DS-112,PALSP,4,22PALSP,1.01,NA,NA,,"Animal",7/5/24 00:00,095125e7f,183dd88b8_PFFW-FA22,C4,,,,HL,1.26,,,,,095125e7f,095125e7f,7/11/24 00:00,183dd88b8_PFFW-FA22,C4,1016f0211_2024-T5,0.5,A7,,LW,C/N,Data recieved,PFFW priority 1 ,3955,3955,345604,010139743_2024-T5,095125e7f,K-209852.2,,,,,,,,,3.3,,,,,,,,,,10.23810138,0.695453293,0.820092747,0.004352364,20.752,0.027063061,0.002464467,0.074680821,,
bac32223,112,9/28/22 11:32,2209,28.5,26.6,24.4,29.15986,-90.1909,,"",be594abd,1/12/23 00:00,,DS,2209,112,22,bac32223,03007a24,2209-DS-112,PALSP,4,22PALSP,1.01,NA,NA,,"Animal",7/5/24 00:00,095125e7f,183dd88b8_PFFW-FA22,C4,,,,HL,1.26,,,,,095125e7f,095125e7f,7/12/24 00:00,183dd88b8_PFFW-FA22,C4,010139743_2024-T5,3.3,A5,,LW,S,Data recieved,"PFFW priority 1 tray
",3955,3955,345604,010139743_2024-T5,095125e7f,K-209852.2,,,,,,,,,3.3,,,,,,,,,,10.23810138,0.695453293,0.820092747,0.004352364,20.752,0.027063061,0.002464467,0.074680821,,
bac32223,112,9/28/22 11:32,2209,28.5,26.6,24.4,29.15986,-90.1909,,"",be594abd,1/12/23 00:00,,DS,2209,112,22,bac32223,03007a24,2209-DS-112,PALSP,4,22PALSP,1.01,NA,NA,,"Animal",7/5/24 00:00,095125e7f,183dd88b8_PFFW-FA22,C4,,,,HL,1.26,,,,,095125e7f,095125e7f,7/12/24 00:00,183dd88b8_PFFW-FA22,C4,010139743_2024-T5,3.3,A5,,LW,S,Data recieved,"PFFW priority 1 tray
",3954,3954,345526,1016f0211_2024-T5,095125e7f,A-287981.3,7.323744115,0.247979569,8.315882004,0.181303434,-19.93040372,0.146306337,34.73103918,0.777523941,0.5,,19.674,29.219,0.04157941,0.000940219,0.173655196,0.004024824,,,,,,,,,,,0.188043812,0.804964783
983b722b,10,9/25/22 11:24,2209,40,33.1,25.6,29.12191,-90.2248,,"",0ad08656,4/5/23 01:00,Fourchon Mangrove Project/Sample Photos/0ad08656.bag_photo.214113.jpg,DS,2209,10,80,983b722b,c2d636b2,2209-DS-10,FUNGRA,1,21b42c3c5,1.02,NA,NA,,Animal,5/14/24 00:00,24174e268,01a1fb216_PFFW-FA22,G6,,FALSE,,,1.02,,,,,24174e268,24174e268,7/10/24 00:00,01a1fb216_PFFW-FA22,,22aa0a3ac_2024-T6,0.5,C4,,HL,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983b722b,10,9/25/22 11:24,2209,40,33.1,25.6,29.12191,-90.2248,,"",0ad08656,4/5/23 01:00,Fourchon Mangrove Project/Sample Photos/0ad08656.bag_photo.214113.jpg,DS,2209,10,80,983b722b,c2d636b2,2209-DS-10,FUNGRA,1,21b42c3c5,1.02,NA,NA,,Animal,5/14/24 00:00,24174e268,01a1fb216_PFFW-FA22,G6,,FALSE,,,1.02,,,,,24174e268,24174e268,7/17/24 00:00,01a1fb216_PFFW-FA22,G6,1d37589a2_2024-T6,3,C7,,L_,S,Archived,PFF priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b129e65,119,6/6/23 12:30,2305,34,30.4,22.2,29.136437,-90.158422,,"""5B95897E",CD834D94,7/25/24 11:45,,DS,2305,119,,6b129e65,66a87a1e,,EUCARG,1,0469a331e,1.025,,,,Animal,8/1/24 00:00,f59e6743,16412cf44_PFFW-SP23,G7,,FALSE,FALSE,JCM,1.071,,,,,f59e6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286cc7fc,2,9/24/22 08:01,2209,35,,,29.11478,-90.2209,,,48cb3397,5/16/23 01:00,Fourchon Mangrove Project/Sample Photos/48cb3397.bag_photo.213326.jpg,DS,2209,2,102,286cc7fc,c8704bae,2209-DS-2-x,PENAZTS,1,24e0e0fc9,1.02,NA,NA,,Animal,5/14/24 00:00,1990241a9,01a1fb216_PFFW-FA22,E6,,FALSE,,,1.05,,,,,1990241a9,1990241a9,7/10/24 00:00,01a1fb216_PFFW-FA22,,22aa0a3ac_2024-T6,0.3,B12,,HL,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286cc7fc,2,9/24/22 08:01,2209,35,,,29.11478,-90.2209,,,48cb3397,5/16/23 01:00,Fourchon Mangrove Project/Sample Photos/48cb3397.bag_photo.213326.jpg,DS,2209,2,102,286cc7fc,c8704bae,2209-DS-2-x,PENAZTS,1,24e0e0fc9,1.02,NA,NA,,Animal,5/14/24 00:00,1990241a9,01a1fb216_PFFW-FA22,E6,,FALSE,,,1.05,,,,,1990241a9,1990241a9,7/17/24 00:00,01a1fb216_PFFW-FA22,E6,1d37589a2_2024-T6,3,C6,,L_,S,Archived,PFF priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286cc7fc,2,9/24/22 08:01,2209,35,,,29.11478,-90.2209,,,48cb3397,5/16/23 01:00,Fourchon Mangrove Project/Sample Photos/48cb3397.bag_photo.213326.jpg,DS,2209,2,102,286cc7fc,c8704bae,2209-DS-2-x,PENAZTS,1,24e0e0fc9,1.02,NA,NA,,Animal,5/14/24 00:00,1990241a9,01a1fb216_PFFW-FA22,E6,,FALSE,,,1.05,,,,,1990241a9,1990241a9,7/18/24 00:00,01a1fb216_PFFW-FA22,E6,22aa0a3ac_2024-T6,0.5,D12,,LW,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ffb0cbc,5,9/25/22 08:21,2209,,31,25.1,29.11165,-90.2249,,"",01ec5ca3,4/5/23 01:00,Fourchon Mangrove Project/Sample Photos/01ec5ca3.bag_photo.221739.jpg,DS,2209,5,173,8ffb0cbc,569400cb,2209-DS-5-x,PENSETS,7,068f89a26,1.01,NA,NA,,Animal,5/14/24 00:00,0e3fc4913,0c01f46a8_PFFW-FA22,F8,,FALSE,,,1.1,,,,,0e3fc4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ca5be3,95,9/26/22 11:36,2209,51.5,32.5,25,29.12709,-90.1637,,"",e0372998,5/15/23 01:00,Fourchon Mangrove Project/Sample Photos/e0372998.bag_photo.162607.jpg,DS,2209,95,179,d0ca5be3,39396706,2209-DS-95,MENBER,1,080bd646b,1.03,NA,NA,,Animal,5/14/24 00:00,1f26f5e2f,193d0c0f5_PFFW-FA22,I2,,FALSE,,,1.44,,,,,1f26f5e2f,1f26f5e2f,6/4/24 00:00,193d0c0f5_PFFW-FA22,I2,1016f0211_2024-T5,0.3,E6,,LW,C/N,Data recieved,PFFW priority 1 ,3954,3954,345573,1016f0211_2024-T5,1f26f5e2f,Y19595.3,7.447611409,0.23850026,19.59677301,0.677539286,-20.02337541,0.137876414,77.35753782,2.574018264,0.3,,42.471,82.769,0.058790319,0.002115931,0.232072613,0.008063244,,,,,,,,,,,0.705310453,2.687747921
d0ca5be3,95,9/26/22 11:36,2209,51.5,32.5,25,29.12709,-90.1637,,"",e0372998,5/15/23 01:00,Fourchon Mangrove Project/Sample Photos/e0372998.bag_photo.162607.jpg,DS,2209,95,179,d0ca5be3,39396706,2209-DS-95,MENBER,1,080bd646b,1.03,NA,NA,,Animal,5/14/24 00:00,1f26f5e2f,193d0c0f5_PFFW-FA22,I2,,FALSE,,,1.44,,,,,1f26f5e2f,1f26f5e2f,7/17/24 00:00,193d0c0f5_PFFW-FA22,,010139743_2024-T5,5,F11,,L,S,Data recieved,"PFFW priority 1 tray
",3955,3955,345670,010139743_2024-T5,1f26f5e2f,K-209952.2,,,,,,,,,5,,,,,,,,,,15.02366481,0.901684168,0.738190966,0.01397376,27.774,0.036909548,0.002322175,0.046443506,,
8245cd67,102,5/22/23 12:32,2305,31,27.9,31.4,29.126512,-90.168268,,"",22443976,7/25/24 12:20,,DS,2305,102,,8245cd67,6333b032,,CALSAP,2,0a7d0930e,1.042,,,,Animal,8/1/24 00:00,f27d4f16,16412cf44_PFFW-SP23,F8,,FALSE,FALSE,JCM,3.68,,,,,f27d4f16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a8182e,92,9/24/22 07:50,2209,59,,24.5,29.11327,-90.2214,,,bcc0d40c,4/17/23 01:00,Fourchon Mangrove Project/Sample Photos/bcc0d40c.bag_photo.204012.jpg,DS,2209,92,154,52a8182e,c2d636b2,2209-DS-92,FUNGRA,2,137eb1b91,1.01,NA,NA,,Animal,5/14/24 00:00,01e38c2ae,193d0c0f5_PFFW-FA22,A4,,FALSE,,,1.79,,,,,01e38c2ae,01e38c2ae,7/10/24 00:00,193d0c0f5_PFFW-FA22,,22aa0a3ac_2024-T6,0.5,A7,,HL,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a8182e,92,9/24/22 07:50,2209,59,,24.5,29.11327,-90.2214,,,bcc0d40c,4/17/23 01:00,Fourchon Mangrove Project/Sample Photos/bcc0d40c.bag_photo.204012.jpg,DS,2209,92,154,52a8182e,c2d636b2,2209-DS-92,FUNGRA,2,137eb1b91,1.01,NA,NA,,Animal,5/14/24 00:00,01e38c2ae,193d0c0f5_PFFW-FA22,A4,,FALSE,,,1.79,,,,,01e38c2ae,01e38c2ae,7/17/24 00:00,193d0c0f5_PFFW-FA22,A4,1d37589a2_2024-T6,3,B6,,L_,S,Archived,PFF priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a8182e,92,9/24/22 07:50,2209,59,,24.5,29.11327,-90.2214,,,bcc0d40c,4/17/23 01:00,Fourchon Mangrove Project/Sample Photos/bcc0d40c.bag_photo.204012.jpg,DS,2209,92,154,52a8182e,c2d636b2,2209-DS-92,FUNGRA,2,137eb1b91,1.01,NA,NA,,Animal,5/14/24 00:00,01e38c2ae,193d0c0f5_PFFW-FA22,A4,,FALSE,,,1.79,,,,,01e38c2ae,01e38c2ae,7/18/24 00:00,193d0c0f5_PFFW-FA22,A4,22aa0a3ac_2024-T6,0.4,C9,,LW,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245cd67,102,5/22/23 12:32,2305,31,27.9,31.4,29.126512,-90.168268,,"",22443976,7/25/24 12:20,,DS,2305,102,,8245cd67,6333b032,,CALSAP,2,0a7d0930e,1.042,,,,Animal,8/1/24 00:00,c134ec33,231bb0bd6_PFFW-SP23,D8,,FALSE,FALSE,JCM,3.68,,,,,c134ec33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f36d182,105,9/25/22 11:52,2209,26,32.9,24.4,29.12694,-90.2239,,"",2277301c,4/5/23 01:00,Fourchon Mangrove Project/Sample Photos/2277301c.bag_photo.214731.jpg,DS,2209,105,136,1f36d182,c2d636b2,2209-DS-105,FUNGRA,1,17fd90952,1.04,NA,2366da41f,,Animal,5/14/24 00:00,0f5b0f4f1,193d0c0f5_PFFW-FA22,J8,,FALSE,,,2.52,,,,,0f5b0f4f1,0f5b0f4f1,7/10/24 00:00,193d0c0f5_PFFW-FA22,,22aa0a3ac_2024-T6,0.5,B5,,HL,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f36d182,105,9/25/22 11:52,2209,26,32.9,24.4,29.12694,-90.2239,,"",2277301c,4/5/23 01:00,Fourchon Mangrove Project/Sample Photos/2277301c.bag_photo.214731.jpg,DS,2209,105,136,1f36d182,c2d636b2,2209-DS-105,FUNGRA,1,17fd90952,1.04,NA,2366da41f,,Animal,5/14/24 00:00,0f5b0f4f1,193d0c0f5_PFFW-FA22,J8,,FALSE,,,2.52,,,,,0f5b0f4f1,0f5b0f4f1,7/17/24 00:00,193d0c0f5_PFFW-FA22,J8,1d37589a2_2024-T6,3.5,B7,,L_,S,Archived,PFF priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f36d182,105,9/25/22 11:52,2209,26,32.9,24.4,29.12694,-90.2239,,"",2277301c,4/5/23 01:00,Fourchon Mangrove Project/Sample Photos/2277301c.bag_photo.214731.jpg,DS,2209,105,136,1f36d182,c2d636b2,2209-DS-105,FUNGRA,1,17fd90952,1.04,NA,2366da41f,,Animal,5/14/24 00:00,0f5b0f4f1,193d0c0f5_PFFW-FA22,J8,,FALSE,,,2.52,,,,,0f5b0f4f1,0f5b0f4f1,7/18/24 00:00,193d0c0f5_PFFW-FA22,J8,22aa0a3ac_2024-T6,0.5,C10,,LW,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293ae26,111,9/27/22 11:14,2209,27,28.5,24.9,29.13808,-90.2361,,"",0e967af1,6/2/23 01:00,Fourchon Mangrove Project/Sample Photos/0e967af1.bag_photo.200044.jpg,DS,2209,111,128,9293ae26,c8704bae,2209-DS-111,PENAZTS,1,17f880675,1.06,NA,NA,,Animal,5/14/24 00:00,1773ca968,193d0c0f5_PFFW-FA22,J1,,FALSE,,,1.37,,,,,1773ca968,1773ca968,7/10/24 00:00,193d0c0f5_PFFW-FA22,,22aa0a3ac_2024-T6,0.3,B9,,HL,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293ae26,111,9/27/22 11:14,2209,27,28.5,24.9,29.13808,-90.2361,,"",0e967af1,6/2/23 01:00,Fourchon Mangrove Project/Sample Photos/0e967af1.bag_photo.200044.jpg,DS,2209,111,128,9293ae26,c8704bae,2209-DS-111,PENAZTS,1,17f880675,1.06,NA,NA,,Animal,5/14/24 00:00,1773ca968,193d0c0f5_PFFW-FA22,J1,,FALSE,,,1.37,,,,,1773ca968,1773ca968,7/17/24 00:00,193d0c0f5_PFFW-FA22,J1,1d37589a2_2024-T6,3.3,B8,,L_,S,Archived,PFF priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293ae26,111,9/27/22 11:14,2209,27,28.5,24.9,29.13808,-90.2361,,"",0e967af1,6/2/23 01:00,Fourchon Mangrove Project/Sample Photos/0e967af1.bag_photo.200044.jpg,DS,2209,111,128,9293ae26,c8704bae,2209-DS-111,PENAZTS,1,17f880675,1.06,NA,NA,,Animal,5/14/24 00:00,1773ca968,193d0c0f5_PFFW-FA22,J1,,FALSE,,,1.37,,,,,1773ca968,1773ca968,7/18/24 00:00,193d0c0f5_PFFW-FA22,J1,22aa0a3ac_2024-T6,0.4,C11,,LW,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245cd67,102,5/22/23 12:32,2305,31,27.9,31.4,29.126512,-90.168268,,"",56BBF142,7/25/24 12:21,,DS,2305,102,,8245cd67,7bdea95e,,ARMCIN,1,1c856bf62,1.032,,,,Animal,8/1/24 00:00,c2ebb385,16412cf44_PFFW-SP23,F2,,FALSE,FALSE,JCM,1.111,,,,,c2ebb385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096ab9a,16,9/27/22 12:40,2209,23,26.9,23.9,29.09944,-90.2381,,"",7e1f67fa,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/7e1f67fa.bag_photo.214756.jpg,DS,2209,16,134,3096ab9a,569400cb,2209-DS-16,PENSETS,40,08fe3bc5e,1.02,NA,NA,,Animal,5/14/24 00:00,11c7e8fed,17ef23343_PFFW-FA22,C6,,FALSE,TRUE,,3.51,,,,,11c7e8fed,11c7e8fed,6/4/24 00:00,17ef23343_PFFW-FA22,C6,1016f0211_2024-T5,0.3,E10,,LW,C/N,Data recieved,PFFW priority 1 ,3954,3954,345577,1016f0211_2024-T5,11c7e8fed,Y19602.3,6.840715887,0.239329614,8.523662898,0.146764574,-23.67229633,0.138218532,40.11250778,0.783917318,0.3,,18.579,42.145,0.025570989,0.000509162,0.120337523,0.002641751,,,,,,,,,,,0.169720721,0.880583721
3096ab9a,16,9/27/22 12:40,2209,23,26.9,23.9,29.09944,-90.2381,,"",7e1f67fa,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/7e1f67fa.bag_photo.214756.jpg,DS,2209,16,134,3096ab9a,569400cb,2209-DS-16,PENSETS,40,08fe3bc5e,1.02,NA,NA,,Animal,5/14/24 00:00,11c7e8fed,17ef23343_PFFW-FA22,C6,,FALSE,TRUE,,3.51,,,,,11c7e8fed,11c7e8fed,6/4/24 00:00,17ef23343_PFFW-FA22,C6,1016f0211_2024-T5,0.3,E10,,LW,C/N,Data recieved,PFFW priority 1 ,3955,3955,345620,010139743_2024-T5,11c7e8fed,K-209871.2,,,,,,,,,3.3,,,,,,,,,,6.328046441,0.696204879,0.96343256,0.005565781,24.689,0.031793274,0.002896128,0.087761445,,
3096ab9a,16,9/27/22 12:40,2209,23,26.9,23.9,29.09944,-90.2381,,"",7e1f67fa,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/7e1f67fa.bag_photo.214756.jpg,DS,2209,16,134,3096ab9a,569400cb,2209-DS-16,PENSETS,40,08fe3bc5e,1.02,NA,NA,,Animal,5/14/24 00:00,11c7e8fed,17ef23343_PFFW-FA22,C6,,FALSE,TRUE,,3.51,,,,,11c7e8fed,11c7e8fed,7/12/24 00:00,17ef23343_PFFW-FA22,C6,010139743_2024-T5,3.3,B9,,LW,S,Data recieved,"PFFW priority 1 tray
",3955,3955,345620,010139743_2024-T5,11c7e8fed,K-209871.2,,,,,,,,,3.3,,,,,,,,,,6.328046441,0.696204879,0.96343256,0.005565781,24.689,0.031793274,0.002896128,0.087761445,,
3096ab9a,16,9/27/22 12:40,2209,23,26.9,23.9,29.09944,-90.2381,,"",7e1f67fa,3/22/23 01:00,Fourchon Mangrove Project/Sample Photos/7e1f67fa.bag_photo.214756.jpg,DS,2209,16,134,3096ab9a,569400cb,2209-DS-16,PENSETS,40,08fe3bc5e,1.02,NA,NA,,Animal,5/14/24 00:00,11c7e8fed,17ef23343_PFFW-FA22,C6,,FALSE,TRUE,,3.51,,,,,11c7e8fed,11c7e8fed,7/12/24 00:00,17ef23343_PFFW-FA22,C6,010139743_2024-T5,3.3,B9,,LW,S,Data recieved,"PFFW priority 1 tray
",3954,3954,345577,1016f0211_2024-T5,11c7e8fed,Y19602.3,6.840715887,0.239329614,8.523662898,0.146764574,-23.67229633,0.138218532,40.11250778,0.783917318,0.3,,18.579,42.145,0.025570989,0.000509162,0.120337523,0.002641751,,,,,,,,,,,0.169720721,0.880583721
a45372ac,87,9/28/22 07:30,2209,17,26,21.7,29.10404,-90.2012,,"",17e33b3f,1/18/23 00:00,Fourchon Mangrove Project/Sample Photos/17e33b3f.bag_photo.190159.jpg,DS,2209,87,118,a45372ac,c2d636b2,2209-DS-87,FUNGRA,1,301eec61,1.02,NA,NA,,Animal,5/14/24 00:00,04769872f,0c01f46a8_PFFW-FA22,F9,,FALSE,,,1.02,,,,,04769872f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b9bfc39,18,9/26/22 12:12,2209,53,32.5,25.1,29.12279,-90.1768,,"",5b6948be,6/15/23 01:00,Fourchon Mangrove Project/Sample Photos/5b6948be.bag_photo.202755.jpg,DS,2209,18,178,7b9bfc39,456c4c29,2209-DS-18,CLIVIT,1,0d62b858e,1,NA,NA,,Animal,2/4/25 19:00,198bfd912,04cd8cc81_PFFW-FA22,E3,,FALSE,FALSE,AOD,1.93,,,,,198bfd912,198bfd912,7/10/24 00:00,17ef23343_PFFW-FA22,,22aa0a3ac_2024-T6,0.5,B11,,HL,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b9bfc39,18,9/26/22 12:12,2209,53,32.5,25.1,29.12279,-90.1768,,"",5b6948be,6/15/23 01:00,Fourchon Mangrove Project/Sample Photos/5b6948be.bag_photo.202755.jpg,DS,2209,18,178,7b9bfc39,456c4c29,2209-DS-18,CLIVIT,1,0d62b858e,1,NA,NA,,Animal,2/4/25 19:00,198bfd912,04cd8cc81_PFFW-FA22,E3,,FALSE,FALSE,AOD,1.93,,,,,198bfd912,198bfd912,2/5/25 00:00,17ef23343_PFFW-FA22,E10,b19292a6_2025-T4,3.2,D3,,AOD,S,Data recieved,PFFW Consumers FA22,4181,4181,366952,b19292a6_2025-T4,198bfd912,K-214413.2,,,,,,,,,3.2, ,,,,,,,,,15.67051332,0.848126524,0.371551619,0.039277386,8.21,0.011889652,0.001679939,0.05249808,,
7b9bfc39,18,9/26/22 12:12,2209,53,32.5,25.1,29.12279,-90.1768,,"",5b6948be,6/15/23 01:00,Fourchon Mangrove Project/Sample Photos/5b6948be.bag_photo.202755.jpg,DS,2209,18,178,7b9bfc39,456c4c29,2209-DS-18,CLIVIT,1,0d62b858e,1,NA,NA,,Animal,2/4/25 19:00,198bfd912,04cd8cc81_PFFW-FA22,E3,,FALSE,FALSE,AOD,1.93,,,,,198bfd912,198bfd912,7/25/24 00:00,17ef23343_PFFW-FA22,,22aa0a3ac_2024-T6,0.5,G1,,LW,C/N,Archived,PFFW priority 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b9bfc39,18,9/26/22 12:12,2209,53,32.5,25.1,29.12279,-90.1768,,"",5b6948be,6/15/23 01:00,Fourchon Mangrove Project/Sample Photos/5b6948be.bag_photo.202755.jpg,DS,2209,18,178,7b9bfc39,456c4c29,2209-DS-18,CLIVIT,1,0d62b858e,1,NA,NA,,Animal,2/4/25 19:00,198bfd912,04cd8cc81_PFFW-FA22,E3,,FALSE,FALSE,AOD,1.93,,,,,198bfd912,198bfd912,4/21/25 00:00,04cd8cc81_PFFW-FA22,,d5e5be06_2025-T4,0.8,E7,,HL,C/N,Shipped,PFFW FA22 Consumers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245cd67,102,5/22/23 12:32,2305,31,27.9,31.4,29.126512,-90.168268,,"",F7C0FD60,7/25/24 12:28,,DS,2305,102,,8245cd67,158debd2,,PENAZTM,1,19fc8b300,1.045,,,,Animal,8/1/24 00:00,f52cbd7d,16412cf44_PFFW-SP23,F10,,FALSE,FALSE,JCM,1.571,,,,,f52cbd7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79464cf2,98,9/25/22 12:29,2209,,33.1,23.3,29.12692,-90.2252,,"",6151ed7f,3/20/23 01:00,Fourchon Mangrove Project/Sample Photos/6151ed7f.bag_photo.212925.jpg,DS,2209,98,138,79464cf2,6333b032,2209-DS-98,CALSAP,1,10fcc8dd9,1.01,NA,NA,,Animal,5/24/24 00:00,0762e8b17,17ef23343_PFFW-FA22,H8,,FALSE,,,1.04,,,,,0762e8b17,0762e8b17,6/4/24 00:00,17ef23343_PFFW-FA22,H8,1016f0211_2024-T5,0.4,E12,,LW,C/N,Data recieved,PFFW priority 1 ,3954,3954,345579,1016f0211_2024-T5,0762e8b17,Y19604.3,5.617723863,0.238476597,8.308364633,0.197138349,-19.74188624,0.137895811,41.72987049,1.136334197,0.4,,24.09,59.081,0.033233459,0.000827008,0.166919482,0.004714587,,,,,,,,,,,0.206752039,1.178646745
79464cf2,98,9/25/22 12:29,2209,,33.1,23.3,29.12692,-90.2252,,"",6151ed7f,3/20/23 01:00,Fourchon Mangrove Project/Sample Photos/6151ed7f.bag_photo.212925.jpg,DS,2209,98,138,79464cf2,6333b032,2209-DS-98,CALSAP,1,10fcc8dd9,1.01,NA,NA,,Animal,5/24/24 00:00,0762e8b17,17ef23343_PFFW-FA22,H8,,FALSE,,,1.04,,,,,0762e8b17,0762e8b17,6/4/24 00:00,17ef23343_PFFW-FA22,H8,1016f0211_2024-T5,0.4,E12,,LW,C/N,Data recieved,PFFW priority 1 ,3955,3955,345606,010139743_2024-T5,0762e8b17,K-209854.2,,,,,,,,,3.2,,,,,,,,,,14.36193903,0.700603908,0.502736589,0.010407595,11.617,0.016087571,0.001544543,0.048266982,,
